116058 silly lifecycle strip-dirs@1.1.1~preinstall: no script for preinstall, continuing
122742 silly gentlyRm /home/nemo/laravel/mlm/node_modules/.bin/notify is being purged
122743 verbose gentlyRm don't care about contents; nuking /home/nemo/laravel/mlm/node_modules/.bin/notify
122744 silly build webpack-notifier@1.5.0
122745 info linkStuff webpack-notifier@1.5.0
122746 silly linkStuff webpack-notifier@1.5.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122747 verbose linkBins webpack-notifier@1.5.0
122748 verbose linkMans webpack-notifier@1.5.0
122749 silly build which-module@1.0.0
122750 info linkStuff which-module@1.0.0
122751 silly linkStuff which-module@1.0.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122752 verbose linkBins which-module@1.0.0
122753 verbose linkMans which-module@1.0.0
122754 silly build wide-align@1.1.2
122755 info linkStuff wide-align@1.1.2
122756 silly linkStuff wide-align@1.1.2 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122757 verbose linkBins wide-align@1.1.2
122758 verbose linkMans wide-align@1.1.2
122759 silly build gauge@2.7.4
122760 info linkStuff gauge@2.7.4
122761 silly linkStuff gauge@2.7.4 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122762 verbose linkBins gauge@2.7.4
122763 verbose linkMans gauge@2.7.4
122764 silly build npmlog@4.1.2
122765 info linkStuff npmlog@4.1.2
122766 silly linkStuff npmlog@4.1.2 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122767 verbose linkBins npmlog@4.1.2
122768 verbose linkMans npmlog@4.1.2
122769 silly build window-size@0.1.4
122770 info linkStuff window-size@0.1.4
122771 silly linkStuff window-size@0.1.4 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122772 verbose linkBins window-size@0.1.4
122773 verbose link bins [ { 'window-size': 'cli.js' },
122773 verbose link bins   '/home/nemo/laravel/mlm/node_modules/.bin',
122773 verbose link bins   false ]
122774 verbose linkMans window-size@0.1.4
122775 silly gentlyRm /home/nemo/laravel/mlm/node_modules/.bin/window-size is being purged
122776 verbose gentlyRm don't care about contents; nuking /home/nemo/laravel/mlm/node_modules/.bin/window-size
122777 silly build wordwrap@1.0.0
122778 info linkStuff wordwrap@1.0.0
122779 silly linkStuff wordwrap@1.0.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122780 verbose linkBins wordwrap@1.0.0
122781 verbose linkMans wordwrap@1.0.0
122782 silly build optionator@0.8.2
122783 info linkStuff optionator@0.8.2
122784 silly linkStuff optionator@0.8.2 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122785 verbose linkBins optionator@0.8.2
122786 verbose linkMans optionator@0.8.2
122787 silly build wrap-ansi@2.1.0
122788 info linkStuff wrap-ansi@2.1.0
122789 silly linkStuff wrap-ansi@2.1.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122790 verbose linkBins wrap-ansi@2.1.0
122791 verbose linkMans wrap-ansi@2.1.0
122792 silly build cliui@3.2.0
122793 info linkStuff cliui@3.2.0
122794 silly linkStuff cliui@3.2.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122795 verbose linkBins cliui@3.2.0
122796 verbose linkMans cliui@3.2.0
122797 silly build co@3.1.0
122798 info linkStuff co@3.1.0
122799 silly linkStuff co@3.1.0 has /home/nemo/laravel/mlm/node_modules/wrap-fn/node_modules as its parent node_modules
122800 verbose linkBins co@3.1.0
122801 verbose linkMans co@3.1.0
122802 silly build wrap-fn@0.1.5
122803 info linkStuff wrap-fn@0.1.5
122804 silly linkStuff wrap-fn@0.1.5 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122805 verbose linkBins wrap-fn@0.1.5
122806 verbose linkMans wrap-fn@0.1.5
122807 silly build ware@1.3.0
122808 info linkStuff ware@1.3.0
122809 silly linkStuff ware@1.3.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122810 verbose linkBins ware@1.3.0
122811 verbose linkMans ware@1.3.0
122812 silly build wrappy@1.0.2
122813 info linkStuff wrappy@1.0.2
122814 silly linkStuff wrappy@1.0.2 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122815 verbose linkBins wrappy@1.0.2
122816 verbose linkMans wrappy@1.0.2
122817 silly build once@1.4.0
122818 info linkStuff once@1.4.0
122819 silly linkStuff once@1.4.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122820 verbose linkBins once@1.4.0
122821 verbose linkMans once@1.4.0
122822 silly build run-async@0.1.0
122823 info linkStuff run-async@0.1.0
122824 silly linkStuff run-async@0.1.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122825 verbose linkBins run-async@0.1.0
122826 verbose linkMans run-async@0.1.0
122827 silly build inquirer@0.12.0
122828 info linkStuff inquirer@0.12.0
122829 silly linkStuff inquirer@0.12.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122830 verbose linkBins inquirer@0.12.0
122831 verbose linkMans inquirer@0.12.0
122832 silly build end-of-stream@1.4.0
122833 info linkStuff end-of-stream@1.4.0
122834 silly linkStuff end-of-stream@1.4.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122835 verbose linkBins end-of-stream@1.4.0
122836 verbose linkMans end-of-stream@1.4.0
122837 silly build inflight@1.0.6
122838 info linkStuff inflight@1.0.6
122839 silly linkStuff inflight@1.0.6 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122840 verbose linkBins inflight@1.0.6
122841 verbose linkMans inflight@1.0.6
122842 silly build glob@5.0.15
122843 info linkStuff glob@5.0.15
122844 silly linkStuff glob@5.0.15 has /home/nemo/laravel/mlm/node_modules/glob-stream/node_modules as its parent node_modules
122845 verbose linkBins glob@5.0.15
122846 verbose linkMans glob@5.0.15
122847 silly build glob@7.1.2
122848 info linkStuff glob@7.1.2
122849 silly linkStuff glob@7.1.2 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122850 verbose linkBins glob@7.1.2
122851 verbose linkMans glob@7.1.2
122852 silly build globby@6.1.0
122853 info linkStuff globby@6.1.0
122854 silly linkStuff globby@6.1.0 has /home/nemo/laravel/mlm/node_modules/webpack-dev-server/node_modules as its parent node_modules
122855 verbose linkBins globby@6.1.0
122856 verbose linkMans globby@6.1.0
122857 silly build shelljs@0.7.8
122858 info linkStuff shelljs@0.7.8
122859 silly linkStuff shelljs@0.7.8 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122860 verbose linkBins shelljs@0.7.8
122861 verbose link bins [ { shjs: './bin/shjs' },
122861 verbose link bins   '/home/nemo/laravel/mlm/node_modules/.bin',
122861 verbose link bins   false ]
122862 verbose linkMans shelljs@0.7.8
122863 silly gentlyRm /home/nemo/laravel/mlm/node_modules/.bin/shjs is being purged
122864 verbose gentlyRm don't care about contents; nuking /home/nemo/laravel/mlm/node_modules/.bin/shjs
122865 silly build rimraf@2.6.1
122866 info linkStuff rimraf@2.6.1
122867 silly linkStuff rimraf@2.6.1 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122868 verbose linkBins rimraf@2.6.1
122869 verbose link bins [ { rimraf: './bin.js' },
122869 verbose link bins   '/home/nemo/laravel/mlm/node_modules/.bin',
122869 verbose link bins   false ]
122870 verbose linkMans rimraf@2.6.1
122871 silly gentlyRm /home/nemo/laravel/mlm/node_modules/.bin/rimraf is being purged
122872 verbose gentlyRm don't care about contents; nuking /home/nemo/laravel/mlm/node_modules/.bin/rimraf
122873 silly build del@3.0.0
122874 info linkStuff del@3.0.0
122875 silly linkStuff del@3.0.0 has /home/nemo/laravel/mlm/node_modules/webpack-dev-server/node_modules as its parent node_modules
122876 verbose linkBins del@3.0.0
122877 verbose linkMans del@3.0.0
122878 silly build fstream@1.0.11
122879 info linkStuff fstream@1.0.11
122880 silly linkStuff fstream@1.0.11 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122881 verbose linkBins fstream@1.0.11
122882 verbose linkMans fstream@1.0.11
122883 silly build tar@2.2.1
122884 info linkStuff tar@2.2.1
122885 silly linkStuff tar@2.2.1 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122886 verbose linkBins tar@2.2.1
122887 verbose linkMans tar@2.2.1
122888 silly build eslint-loader@1.9.0
122889 info linkStuff eslint-loader@1.9.0
122890 silly linkStuff eslint-loader@1.9.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122891 verbose linkBins eslint-loader@1.9.0
122892 verbose linkMans eslint-loader@1.9.0
122893 silly build node-gyp@3.6.2
122894 info linkStuff node-gyp@3.6.2
122895 silly linkStuff node-gyp@3.6.2 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122896 warn prefer global node-gyp@3.6.2 should be installed with -g
122897 verbose linkBins node-gyp@3.6.2
122898 verbose link bins [ { 'node-gyp': './bin/node-gyp.js' },
122898 verbose link bins   '/home/nemo/laravel/mlm/node_modules/.bin',
122898 verbose link bins   false ]
122899 verbose linkMans node-gyp@3.6.2
122900 silly gentlyRm /home/nemo/laravel/mlm/node_modules/.bin/node-gyp is being purged
122901 verbose gentlyRm don't care about contents; nuking /home/nemo/laravel/mlm/node_modules/.bin/node-gyp
122902 silly build globby@6.1.0
122903 info linkStuff globby@6.1.0
122904 silly linkStuff globby@6.1.0 has /home/nemo/laravel/mlm/node_modules/imagemin/node_modules as its parent node_modules
122905 verbose linkBins globby@6.1.0
122906 verbose linkMans globby@6.1.0
122907 silly build imagemin@5.3.1
122908 info linkStuff imagemin@5.3.1
122909 silly linkStuff imagemin@5.3.1 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122910 verbose linkBins imagemin@5.3.1
122911 verbose linkMans imagemin@5.3.1
122912 silly build globule@1.2.0
122913 info linkStuff globule@1.2.0
122914 silly linkStuff globule@1.2.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122915 verbose linkBins globule@1.2.0
122916 verbose linkMans globule@1.2.0
122917 silly build gaze@1.1.2
122918 info linkStuff gaze@1.1.2
122919 silly linkStuff gaze@1.1.2 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122920 verbose linkBins gaze@1.1.2
122921 verbose linkMans gaze@1.1.2
122922 silly build globs@0.1.3
122923 info linkStuff globs@0.1.3
122924 silly linkStuff globs@0.1.3 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122925 verbose linkBins globs@0.1.3
122926 verbose linkMans globs@0.1.3
122927 silly build concatenate@0.0.2
122928 info linkStuff concatenate@0.0.2
122929 silly linkStuff concatenate@0.0.2 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122930 verbose linkBins concatenate@0.0.2
122931 verbose linkMans concatenate@0.0.2
122932 silly build globby@5.0.0
122933 info linkStuff globby@5.0.0
122934 silly linkStuff globby@5.0.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122935 verbose linkBins globby@5.0.0
122936 verbose linkMans globby@5.0.0
122937 silly build del@2.2.2
122938 info linkStuff del@2.2.2
122939 silly linkStuff del@2.2.2 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122940 verbose linkBins del@2.2.2
122941 verbose linkMans del@2.2.2
122942 silly build once@1.3.3
122943 info linkStuff once@1.3.3
122944 silly linkStuff once@1.3.3 has /home/nemo/laravel/mlm/node_modules/duplexify/node_modules as its parent node_modules
122945 verbose linkBins once@1.3.3
122946 verbose linkMans once@1.3.3
122947 silly build end-of-stream@1.0.0
122948 info linkStuff end-of-stream@1.0.0
122949 silly linkStuff end-of-stream@1.0.0 has /home/nemo/laravel/mlm/node_modules/duplexify/node_modules as its parent node_modules
122950 verbose linkBins end-of-stream@1.0.0
122951 verbose linkMans end-of-stream@1.0.0
122952 silly build duplexify@3.5.0
122953 info linkStuff duplexify@3.5.0
122954 silly linkStuff duplexify@3.5.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122955 verbose linkBins duplexify@3.5.0
122956 verbose linkMans duplexify@3.5.0
122957 silly build write@0.2.1
122958 info linkStuff write@0.2.1
122959 silly linkStuff write@0.2.1 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122960 verbose linkBins write@0.2.1
122961 verbose linkMans write@0.2.1
122962 silly build flat-cache@1.2.2
122963 info linkStuff flat-cache@1.2.2
122964 silly linkStuff flat-cache@1.2.2 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122965 verbose linkBins flat-cache@1.2.2
122966 verbose linkMans flat-cache@1.2.2
122967 silly build file-entry-cache@2.0.0
122968 info linkStuff file-entry-cache@2.0.0
122969 silly linkStuff file-entry-cache@2.0.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122970 verbose linkBins file-entry-cache@2.0.0
122971 verbose linkMans file-entry-cache@2.0.0
122972 silly build ws@1.1.1
122973 info linkStuff ws@1.1.1
122974 silly linkStuff ws@1.1.1 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122975 verbose linkBins ws@1.1.1
122976 verbose linkMans ws@1.1.1
122977 silly build wtf-8@1.0.0
122978 info linkStuff wtf-8@1.0.0
122979 silly linkStuff wtf-8@1.0.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122980 verbose linkBins wtf-8@1.0.0
122981 verbose linkMans wtf-8@1.0.0
122982 silly build engine.io-parser@1.3.1
122983 info linkStuff engine.io-parser@1.3.1
122984 silly linkStuff engine.io-parser@1.3.1 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122985 verbose linkBins engine.io-parser@1.3.1
122986 verbose linkMans engine.io-parser@1.3.1
122987 silly build engine.io@1.8.0
122988 info linkStuff engine.io@1.8.0
122989 silly linkStuff engine.io@1.8.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122990 verbose linkBins engine.io@1.8.0
122991 verbose linkMans engine.io@1.8.0
122992 silly build xml-char-classes@1.0.0
122993 info linkStuff xml-char-classes@1.0.0
122994 silly linkStuff xml-char-classes@1.0.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122995 verbose linkBins xml-char-classes@1.0.0
122996 verbose linkMans xml-char-classes@1.0.0
122997 silly build ncname@1.0.0
122998 info linkStuff ncname@1.0.0
122999 silly linkStuff ncname@1.0.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
123000 verbose linkBins ncname@1.0.0
123001 verbose linkMans ncname@1.0.0
123002 silly build html-minifier@3.5.3
123003 info linkStuff html-minifier@3.5.3
123004 silly linkStuff html-minifier@3.5.3 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
123005 verbose linkBins html-minifier@3.5.3
123006 verbose link bins [ { 'html-minifier': './cli.js' },
123006 verbose link bins   '/home/nemo/laravel/mlm/node_modules/.bin',
123006 verbose link bins   false ]
123007 verbose linkMans html-minifier@3.5.3
123008 silly gentlyRm /home/nemo/laravel/mlm/node_modules/.bin/html-minifier is being purged
123009 verbose gentlyRm don't care about contents; nuking /home/nemo/laravel/mlm/node_modules/.bin/html-minifier
123010 silly build html-loader@0.4.5
123011 info linkStuff html-loader@0.4.5
123012 silly linkStuff html-loader@0.4.5 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
123013 verbose linkBins html-loader@0.4.5
123014 verbose linkMans html-loader@0.4.5
123015 silly build xmlhttprequest-ssl@1.5.3
123016 info linkStuff xmlhttprequest-ssl@1.5.3
123017 silly linkStuff xmlhttprequest-ssl@1.5.3 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
123018 verbose linkBins xmlhttprequest-ssl@1.5.3
123019 verbose linkMans xmlhttprequest-ssl@1.5.3
123020 silly build xtend@4.0.1
123021 info linkStuff xtend@4.0.1
123022 silly linkStuff xtend@4.0.1 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
123023 verbose linkBins xtend@4.0.1
123024 verbose linkMans xtend@4.0.1
123025 silly build through2@2.0.3
123026 info linkStuff through2@2.0.3
123027 silly linkStuff through2@2.0.3 has /home/nemo/laravel/mlm/node_modules/vinyl-fs/node_modules as its parent node_modules
123028 verbose linkBins through2@2.0.3
123029 verbose linkMans through2@2.0.3
123030 silly build through2@2.0.3
123031 info linkStuff through2@2.0.3
123032 silly linkStuff through2@2.0.3 has /home/nemo/laravel/mlm/node_modules/through2-filter/node_modules as its parent node_modules
123033 verbose linkBins through2@2.0.3
123034 verbose linkMans through2@2.0.3
123035 silly build through2-filter@2.0.0
123036 info linkStuff through2-filter@2.0.0
123037 silly linkStuff through2-filter@2.0.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
123038 verbose linkBins through2-filter@2.0.0
